EstablishmentID,InspectionDate,InspectionID,EstTypeDesc,premise_name,premise_adr1_num,premise_adr1_street,premise_city,premise_state,premise_zip,InspectionType,score,InspTypeSpecificViolID,ViolationDesc,critical_yn,Insp_Viol_Comments,rpt_area_id,ObjectId
34792,5/11/2021 4:00:00 AM,1596367,FOOD SERVICE,CUNNINGHAM'S CREEKSIDE,6301,RIVER RD,PROSPECT,KY,40059,REGULAR,89,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,"Employees eating, drinking, or smoking in unauthorized area.",605,773
34792,5/11/2021 4:00:00 AM,1596367,FOOD SERVICE,CUNNINGHAM'S CREEKSIDE,6301,RIVER RD,PROSPECT,KY,40059,REGULAR,89,9,NO BARE HAND CONTACT WITH READY-TO-EAT FOODS OR APPROVED ALTERNATE METHOD FOLLOWED,Yes,Bare hand contact with ready to eat foods.,605,774
34792,5/11/2021 4:00:00 AM,1596367,FOOD SERVICE,CUNNINGHAM'S CREEKSIDE,6301,RIVER RD,PROSPECT,KY,40059,REGULAR,89,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,The approved sanitizing solution for manual/mechanical ware-washing is not at the proper concentration. (Kitchen and bar dish machine) ,605,775
88541,5/19/2021 4:00:00 AM,1597740,FOOD SERVICE,BUD'S TAVERN,4014,DIXIE HWY,LOUISVILLE,KY,40216,REGULAR,88,21,PROPER COLD HOLDING TEMPERATURES,Yes,raw grill foods not kept at temperature,605,776
106117,4/20/2021 4:00:00 AM,1592186,FOOD SERVICE,BEEF O'BRADY'S,11324,PRESTON HWY,LOUISVILLE,KY,40229,REGULAR,80,2,Certified food protection manager,No,No certified food manager present.,605,777
33158,8/31/2021 4:00:00 AM,1619568,FOOD SERVICE,FISH HOUSE,1310,WINTER AVE,LOUISVILLE,KY,40204,REGULAR,77,46,"Single use/single service articles:  properly stored, used",No,Re-use of single service items.,605,778
33158,8/31/2021 4:00:00 AM,1619568,FOOD SERVICE,FISH HOUSE,1310,WINTER AVE,LOUISVILLE,KY,40204,REGULAR,77,50,Nonfood-contact surfaces clean,No,"Non-food contact surfaces of cooking equipment and pans not kept free of encrusted grease deposits and other soil.  Non-food contact surfaces have accumulation of dust, dirt, food residue and other debris.  Nonfood-contact surfaces of equipment not cleaned at a frequency to prevent accumulation of soil residue.  Refrigerator gasket in disrepair.",605,779
33158,8/31/2021 4:00:00 AM,1619568,FOOD SERVICE,FISH HOUSE,1310,WINTER AVE,LOUISVILLE,KY,40204,REGULAR,77,55,Garbage/refuse properly disposed; facilities maintained,No,Garbage/refuse containers not covered as required.,605,780
33158,8/31/2021 4:00:00 AM,1619568,FOOD SERVICE,FISH HOUSE,1310,WINTER AVE,LOUISVILLE,KY,40204,REGULAR,77,56,"Physical facilities installed, maintained and clean",No,"Floors not clean.  Walls not hard, smooth, non-absorbant, and easily cleanable.",605,781
33158,8/31/2021 4:00:00 AM,1619568,FOOD SERVICE,FISH HOUSE,1310,WINTER AVE,LOUISVILLE,KY,40204,REGULAR,77,57,Adequate ventilation and lighting,No,Unclean air ducts and filters.,605,782
33158,8/31/2021 4:00:00 AM,1619568,FOOD SERVICE,FISH HOUSE,1310,WINTER AVE,LOUISVILLE,KY,40204,REGULAR,77,2,Certified food protection manager,No,No cretifiedd food manager present. LMCO Chapter 118,605,783
33158,8/31/2021 4:00:00 AM,1619568,FOOD SERVICE,FISH HOUSE,1310,WINTER AVE,LOUISVILLE,KY,40204,REGULAR,77,51,Hot and cold water available; adequate pressure; plumbing maintained,No,Plumbing not maintained in good repair.,605,784
104032,5/19/2021 4:00:00 AM,1597712,FOOD SERVICE,MCDONALD'S #0258,5600,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,91,13,"FOOD IN GOOD CONDITION, SAFE, AND UNADULTERATED",Yes,Expired Grade A dairy (Exp 5/12- Discarded).,605,785
104032,5/19/2021 4:00:00 AM,1597712,FOOD SERVICE,MCDONALD'S #0258,5600,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,91,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below. Reach-in unit (glass door cooler) by drive thru station at above 55 degrees F (Discarded).,605,786
104032,5/19/2021 4:00:00 AM,1597712,FOOD SERVICE,MCDONALD'S #0258,5600,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,91,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,The concentration of sanitizing sanitizer at 0 ppm for ware-washing machine.   The concentration of sanitzing sanitizer at 0 ppm for wipe buckets. ,605,787
98840,7/6/2021 4:00:00 AM,1607553,FOOD SERVICE,TRADITIONS AT BEAUMONT,10210,LONG HOME RD,LOUISVILLE,KY,40291,REGULAR,94,13,"FOOD IN GOOD CONDITION, SAFE, AND UNADULTERATED",Yes,Food and/or ice adulterated or contaminated.  Food in walk-in cooler coverd with frozen condensation.  ,605,788
98840,7/6/2021 4:00:00 AM,1607553,FOOD SERVICE,TRADITIONS AT BEAUMONT,10210,LONG HOME RD,LOUISVILLE,KY,40291,REGULAR,94,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below.,605,789
77279,4/12/2021 4:00:00 AM,1590512,FOOD SERVICE,LITTLE CAESARS,10025,DIXIE HWY,LOUISVILLE,KY,40272,REGULAR,93,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,pizza pans stored with baked on food,605,790
77279,4/12/2021 4:00:00 AM,1590512,FOOD SERVICE,LITTLE CAESARS,10025,DIXIE HWY,LOUISVILLE,KY,40272,REGULAR,93,29,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",Yes,two unlabelled bottles with sanitizer ,605,791
98864,8/5/2021 4:00:00 AM,1614354,FOOD SERVICE (HOSPITAL / NURSING HOME,SIGNATURE HEALTHCARE AT ROCKFORD,4700,QUINN DR,LOUISVILLE,KY,40216,REGULAR,92,21,PROPER COLD HOLDING TEMPERATURES,Yes,"TCS food not maintained at 5°C (41°F) or below. (Cheddar cheese at 69 degrees F, Turkey & Ham Sandwiches at 55 degrees F)- Discarded.",605,792
98864,8/5/2021 4:00:00 AM,1614354,FOOD SERVICE (HOSPITAL / NURSING HOME,SIGNATURE HEALTHCARE AT ROCKFORD,4700,QUINN DR,LOUISVILLE,KY,40216,REGULAR,92,25,PROPER DATE MARKING AND DISPOSITION,Yes,Food marked to indicate the date by which the food shall be discarded by for more than 7 days (Chicken Salad and Tuna salad were made on 08/04 and marked the used by date as 08/15).,605,793
89079,8/26/2021 4:00:00 AM,1619011,FOOD SERVICE,HEART & SOY,1216,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,86,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,"Employees eating, drinking, or smoking in unauthorized area.",605,794
89079,8/26/2021 4:00:00 AM,1619011,FOOD SERVICE,HEART & SOY,1216,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,86,20,PROPER REHEATING PROCEDURES FOR HOT HOLDING,Yes,Leftovers not properly reheated to 165 degrees F.  Food reheated in microwave for holt holding not reheated to 165 degrees and allowed to stand for 2 minutes.  TCS foods which have been cooked and then refrigerated are not reheated rapidly to 74°C (165°F) or higher.,605,795
89079,8/26/2021 4:00:00 AM,1619011,FOOD SERVICE,HEART & SOY,1216,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,86,29,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",Yes,Poisonous and toxic materials not labeled.,605,796
89079,8/26/2021 4:00:00 AM,1619011,FOOD SERVICE,HEART & SOY,1216,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,86,53,SEWAGE AND WASTEWATER PROPERLY DISPOSED,Yes,Sewage and waste water not disposed of in an approved manner. (under 3-compartment sink in Kitchen),605,797
107582,5/10/2021 4:00:00 AM,1596072,FOOD SERVICE,WENDYS,978,BRECKENRIDGE LN,LOUISVILLE,KY,40207,REGULAR,86,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,The approved sanitizing solution for manual/mechanical ware-washing is not at the proper concentration.,605,798
107582,5/10/2021 4:00:00 AM,1596072,FOOD SERVICE,WENDYS,978,BRECKENRIDGE LN,LOUISVILLE,KY,40207,REGULAR,86,22,PROPER HOT HOLDING TEMPERATURES,Yes,TCS food not maintained at 57°C (135°F) or above (chicken nuggets held between 19-123 degrees-discarded).,605,799
107582,5/10/2021 4:00:00 AM,1596072,FOOD SERVICE,WENDYS,978,BRECKENRIDGE LN,LOUISVILLE,KY,40207,REGULAR,86,53,SEWAGE AND WASTEWATER PROPERLY DISPOSED,Yes,Sewage and waste water not disposed of in an approved manner (Drain under dish machine not draining properly- sewage backed up on floor-corrected). ,605,800
94094,1/27/2022 5:00:00 AM,1648954,FOOD SERVICE,EL MOLCAJETE,8106,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,88,8,HANDS CLEAN AND PROPERLY WASHED,Yes,Hands not washed to prevent contamination from previous task. (employee observed leaving the restroom and proceeding to handle clean dishes without washing hands),605,801
94094,1/27/2022 5:00:00 AM,1648954,FOOD SERVICE,EL MOLCAJETE,8106,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,88,23,PROPER COOLING TIME AND TEMPERATURE,Yes,TCS food requiring refrigeration not rapidly cooled to an internal temperature of 5°C (41°F) or below. (A large container of beans holding at 82 degrees F after having cooled overnight) (discarded),605,802
34687,3/1/2022 5:00:00 AM,1655300,FOOD SERVICE,SOUTH PARK COUNTRY CLUB,915,S PARK RD,LOUISVILLE,KY,40118,REGULAR,73,22,PROPER HOT HOLDING TEMPERATURES,Yes,TCS food not maintained at 57°C (135°F) or above. (hot dogs holding at 109 degrees F),605,803
34679,4/26/2022 4:00:00 AM,1668072,FOOD SERVICE,RUMORS,12339,SHELBYVILLE RD,LOUISVILLE,KY,40243,REGULAR,84,41,Wiping cloths:  properly used and stored,No,Cloths in use not stored in sanitizing solution.,605,804
34679,4/26/2022 4:00:00 AM,1668072,FOOD SERVICE,RUMORS,12339,SHELBYVILLE RD,LOUISVILLE,KY,40243,REGULAR,84,53,SEWAGE AND WASTEWATER PROPERLY DISPOSED,Yes,Sewage and waste water not disposed of in an approved manner (back up of sewage water at dish machine). ,605,805
34679,4/26/2022 4:00:00 AM,1668072,FOOD SERVICE,RUMORS,12339,SHELBYVILLE RD,LOUISVILLE,KY,40243,REGULAR,84,56,"Physical facilities installed, maintained and clean",No,Floors not clean (Under grill). ,605,806
34679,4/26/2022 4:00:00 AM,1668072,FOOD SERVICE,RUMORS,12339,SHELBYVILLE RD,LOUISVILLE,KY,40243,REGULAR,84,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,Employee drinks not properly stored. ,605,807
34679,4/26/2022 4:00:00 AM,1668072,FOOD SERVICE,RUMORS,12339,SHELBYVILLE RD,LOUISVILLE,KY,40243,REGULAR,84,14,"REQUIRED RECORDS, SHELLSTOCK TAGS, PARASITE DESTRUCTION",Yes,Molluscan shellfish missing tags/records indicating where they were harvested and by whom (Do not comingle lots).   Shellstock tags or labels removed from container before product is entirely sold.  Lack of last shellstock sold recorded on tag or label.  Lack of shellstock recording keeping system (Not in choronological order).   ,605,808
34687,3/1/2022 5:00:00 AM,1655300,FOOD SERVICE,SOUTH PARK COUNTRY CLUB,915,S PARK RD,LOUISVILLE,KY,40118,REGULAR,73,46,"Single use/single service articles:  properly stored, used",No,Single service utensils not stored with their handles face up to minimize hand contact with the business end.,605,809
107689,2/11/2022 5:00:00 AM,1651561,FOOD SERVICE,BEST WESTERN PREMIER,4110,DIXIE HWY,LOUISVILLE,KY,40216,REGULAR,87,29,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",Yes,Chemical spray bottles and sanitizer bucket not stored properly.,605,810
34679,4/26/2022 4:00:00 AM,1668072,FOOD SERVICE,RUMORS,12339,SHELBYVILLE RD,LOUISVILLE,KY,40243,REGULAR,84,15,Food separated and protected,No,Raw animal foods not separated by type based on minimum cook temperatures (Pork stored on top of salmon). ,605,811
34687,3/1/2022 5:00:00 AM,1655300,FOOD SERVICE,SOUTH PARK COUNTRY CLUB,915,S PARK RD,LOUISVILLE,KY,40118,REGULAR,73,49,"Ware washing facilities:  installed, maintained, used, test strips",No,No chemical test kit. (quaternary ammonia test strips),605,812
107689,2/11/2022 5:00:00 AM,1651561,FOOD SERVICE,BEST WESTERN PREMIER,4110,DIXIE HWY,LOUISVILLE,KY,40216,REGULAR,87,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,The concentration of the chlorine sanitizer at 0 ppm due to empty bucket at the dishwasher. Informed operator not to utilize the dishwasher until a new bucket is in place.  Observed black substances on the metal partition of the ice machine. ,605,813
114925,4/12/2022 4:00:00 AM,1664746,FOOD SERVICE,SCOOTER'S COFFEE,4036,POPLAR LEVEL RD,LOUISVILLE,KY,40213,REGULAR,87,53,SEWAGE AND WASTEWATER PROPERLY DISPOSED,Yes,Sewage and waste water not disposed of in an approved manner. (Hand Sinks),605,814
34679,4/26/2022 4:00:00 AM,1668072,FOOD SERVICE,RUMORS,12339,SHELBYVILLE RD,LOUISVILLE,KY,40243,REGULAR,84,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below (Leaf lettuce at 60 degrees).,605,815
34679,4/26/2022 4:00:00 AM,1668072,FOOD SERVICE,RUMORS,12339,SHELBYVILLE RD,LOUISVILLE,KY,40243,REGULAR,84,29,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",Yes,Chemicals not properly labeled. ,605,816
34679,4/26/2022 4:00:00 AM,1668072,FOOD SERVICE,RUMORS,12339,SHELBYVILLE RD,LOUISVILLE,KY,40243,REGULAR,84,37,Thermometers provided and accurate,No,Lack of accurate thermometers in all refrigeration/freezer units storing TCS food.,605,817
111680,9/27/2021 4:00:00 AM,1625513,FOOD SERVICE,BRAVO'S,206,BULLITT LN,LOUISVILLE,KY,40222,REGULAR,93,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,"Employees eating, drinking, or smoking in unauthorized area.",605,818
111680,9/27/2021 4:00:00 AM,1625513,FOOD SERVICE,BRAVO'S,206,BULLITT LN,LOUISVILLE,KY,40222,REGULAR,93,21,PROPER COLD HOLDING TEMPERATURES,Yes,"TCS food not maintained at 5°C (41°F) or below (pork, tomatoes, & others holding between 45-62 degrees). ",605,819
50277,1/18/2022 5:00:00 AM,1646838,FOOD SERVICE,PAPA JOHNS #21,3983,7TH STREET RD STE B,LOUISVILLE,KY,40216,REGULAR,89,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,Personal drinks stored on the prep table.,605,820
50277,1/18/2022 5:00:00 AM,1646838,FOOD SERVICE,PAPA JOHNS #21,3983,7TH STREET RD STE B,LOUISVILLE,KY,40216,REGULAR,89,29,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",Yes,Chemical bottles stored on the prep table.,605,821
50277,1/18/2022 5:00:00 AM,1646838,FOOD SERVICE,PAPA JOHNS #21,3983,7TH STREET RD STE B,LOUISVILLE,KY,40216,REGULAR,89,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below.  - String cheese holding at 65 degrees F (Discarded),605,822
50277,1/18/2022 5:00:00 AM,1646838,FOOD SERVICE,PAPA JOHNS #21,3983,7TH STREET RD STE B,LOUISVILLE,KY,40216,REGULAR,89,25,PROPER DATE MARKING AND DISPOSITION,Yes,"Food not marked to indicate the date or day by which the food shall be consumed, sold or discarded (Boneless chicken wings).",605,823
108532,4/28/2022 4:00:00 AM,1668661,FOOD SERVICE,JUNO JAPANESE RESTAURANT,5406,ANTLE DR STE 109,LOUISVILLE,KY,40229,REGULAR,86,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,The concentration of the dishwasher at 0 ppm. Informed operator to utilize three compartment sinks.  Observed employee not sanitizing dishes after washing (Corrected). ,605,824
108532,4/28/2022 4:00:00 AM,1668661,FOOD SERVICE,JUNO JAPANESE RESTAURANT,5406,ANTLE DR STE 109,LOUISVILLE,KY,40229,REGULAR,86,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below.  - Spicy tuna and crab holding at 50 degrees F (Discarded).   - Egg wash holding at 58 degrees F   - Raw chicken holding at 48 degrees F ,605,825
108532,4/28/2022 4:00:00 AM,1668661,FOOD SERVICE,JUNO JAPANESE RESTAURANT,5406,ANTLE DR STE 109,LOUISVILLE,KY,40229,REGULAR,86,52,PLUMBING INSTALLED; PROPER BACKFLOW DEVICES,Yes,Leak at the hand sink by the three compartment sinks.  Leaky vaccum breaker at the mop sink.   No hot and cold water under running pressure at the three compartment sink (the facuet with the sprayer). ,605,826
108532,4/28/2022 4:00:00 AM,1668661,FOOD SERVICE,JUNO JAPANESE RESTAURANT,5406,ANTLE DR STE 109,LOUISVILLE,KY,40229,REGULAR,86,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,Improper storage of employee food/drinks.,605,827
108532,4/28/2022 4:00:00 AM,1668661,FOOD SERVICE,JUNO JAPANESE RESTAURANT,5406,ANTLE DR STE 109,LOUISVILLE,KY,40229,REGULAR,86,25,PROPER DATE MARKING AND DISPOSITION,Yes,"Potentially hazardous food prepared on site, Ready-to- Eat, and intended to be held more than 24 hours not date marked (walk-in cooler). ",605,828
107098,1/4/2022 5:00:00 AM,1645093,FOOD SERVICE,TONY'S PIZZA CAFE,4801,OUTER LOOP STE FC5,LOUISVILLE,KY,40219,REGULAR,83,2,Certified food protection manager,No,No certified food manager present.,605,829
107098,1/4/2022 5:00:00 AM,1645093,FOOD SERVICE,TONY'S PIZZA CAFE,4801,OUTER LOOP STE FC5,LOUISVILLE,KY,40219,REGULAR,83,13,"FOOD IN GOOD CONDITION, SAFE, AND UNADULTERATED",Yes,Expired butter milk (12/23)- Discarded.,605,830
107098,1/4/2022 5:00:00 AM,1645093,FOOD SERVICE,TONY'S PIZZA CAFE,4801,OUTER LOOP STE FC5,LOUISVILLE,KY,40219,REGULAR,83,52,PLUMBING INSTALLED; PROPER BACKFLOW DEVICES,Yes,The hot water generation/distribution system is not sufficient to meet peak hot water demands- No hot running water under pressure.  Leaky vaccum breaker at the mop sink. ,605,831
107098,1/4/2022 5:00:00 AM,1645093,FOOD SERVICE,TONY'S PIZZA CAFE,4801,OUTER LOOP STE FC5,LOUISVILLE,KY,40219,REGULAR,83,23,PROPER COOLING TIME AND TEMPERATURE,Yes,"TCS food requiring refrigeration not rapidly cooled to an internal temperature of 5°C (41°F) or below. Observed cooked rice, prepped on 01/03 holding at 45-47 degrees F.",605,832
107098,1/4/2022 5:00:00 AM,1645093,FOOD SERVICE,TONY'S PIZZA CAFE,4801,OUTER LOOP STE FC5,LOUISVILLE,KY,40219,REGULAR,83,15,Food separated and protected,No,Ready-to-eat food subject to contamination by raw animal product.,605,833
107098,1/4/2022 5:00:00 AM,1645093,FOOD SERVICE,TONY'S PIZZA CAFE,4801,OUTER LOOP STE FC5,LOUISVILLE,KY,40219,REGULAR,83,44,"In-use utensils, properly stored",No,Utensil handle in contact with food. (ice scoop),605,834
107098,1/4/2022 5:00:00 AM,1645093,FOOD SERVICE,TONY'S PIZZA CAFE,4801,OUTER LOOP STE FC5,LOUISVILLE,KY,40219,REGULAR,83,49,"Ware washing facilities:  installed, maintained, used, test strips",No,No chemical test kit.,605,835
107098,1/4/2022 5:00:00 AM,1645093,FOOD SERVICE,TONY'S PIZZA CAFE,4801,OUTER LOOP STE FC5,LOUISVILLE,KY,40219,REGULAR,83,29,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",Yes,The concentration of the quat sanitizer solution at above 200 ppm (Corrected).,605,836
107098,1/4/2022 5:00:00 AM,1645093,FOOD SERVICE,TONY'S PIZZA CAFE,4801,OUTER LOOP STE FC5,LOUISVILLE,KY,40219,REGULAR,83,56,"Physical facilities installed, maintained and clean",No,Employee possessions not stored properly.,605,837
107098,1/4/2022 5:00:00 AM,1645093,FOOD SERVICE,TONY'S PIZZA CAFE,4801,OUTER LOOP STE FC5,LOUISVILLE,KY,40219,REGULAR,83,25,PROPER DATE MARKING AND DISPOSITION,Yes,"Food not marked to indicate the date or day by which the food shall be consumed, sold or discarded (reach-in unit).",605,838
59648,3/22/2022 4:00:00 AM,1660092,SCHOOL CAFETERIA OR FOOD SERVICE,FARNSLEY MIDDLE SCHOOL,3400,LEES LANE,LOUISVILLE,KY,40216,REGULAR,93,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below (Discarded)  - Shredded cheese holding at 58-69 degrees F  - Salad mix holding at 60-63 degrees F,605,839
59648,3/22/2022 4:00:00 AM,1660092,SCHOOL CAFETERIA OR FOOD SERVICE,FARNSLEY MIDDLE SCHOOL,3400,LEES LANE,LOUISVILLE,KY,40216,REGULAR,93,22,PROPER HOT HOLDING TEMPERATURES,Yes,TCS food not maintained at 57°C (135°F) or above (Discarded).   - Beans holding at 129 degrees F,605,840
103355,4/22/2022 4:00:00 AM,1667014,FOOD SERVICE,LITTLE CAESARS,5524,NEW CUT RD,LOUISVILLE,KY,40214,REGULAR,89,24,TIME AS A PUBLIC HEALTH CONTROL:  PROCEDURES AND RECORDS,Yes,Not following written procedures for using time as a public health control. (prepared pizzas being kept at room temperature without documented time control.),605,841
103355,4/22/2022 4:00:00 AM,1667014,FOOD SERVICE,LITTLE CAESARS,5524,NEW CUT RD,LOUISVILLE,KY,40214,REGULAR,89,22,PROPER HOT HOLDING TEMPERATURES,Yes,TCS food not maintained at 57°C (135°F) or above. (opened containers of nacho cheese held internally at 74 degrees F.),605,842
66833,1/24/2022 5:00:00 AM,1648337,FOOD SERVICE,WHITE CASTLE #33,12413,SHELBYVILLE RD,LOUISVILLE,KY,40243,REGULAR,93,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS (perishable) food (raw eggs) not stored at 45 degrees F or below.  Items quarantined and voluntarily discarded.,605,843
34003,10/29/2021 4:00:00 AM,1633156,FOOD SERVICE,HEALING PLACE,1020,W MARKET ST,LOUISVILLE,KY,40202,REGULAR,90,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,The concentration of the bleach sanitizer at 10 ppm at dishwasher. Informed operator to utilize three compartment sinks to sanitize the dishes.,605,844
34003,10/29/2021 4:00:00 AM,1633156,FOOD SERVICE,HEALING PLACE,1020,W MARKET ST,LOUISVILLE,KY,40202,REGULAR,90,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below. Salad holding at 57 degrees F on the serving line. ,605,845
34003,10/29/2021 4:00:00 AM,1633156,FOOD SERVICE,HEALING PLACE,1020,W MARKET ST,LOUISVILLE,KY,40202,REGULAR,90,25,PROPER DATE MARKING AND DISPOSITION,Yes,"Food (salad mix, meal kit) not discarded after expiration date at walk-in and reach-in cooler.",605,846
110086,11/4/2021 4:00:00 AM,1634314,FOOD SERVICE,WAFFLE HOUSE #1111,9800,BLAIRWOOD RD,LOUISVILLE,KY,40222,REGULAR,92,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,The utensil (kitchenware/tableware) surface temperature on a hot water mechanical operation is less than 71°C (160°F). Repair the dish machine.,605,847
